Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Mode,Ship_Mode,Campaign_ID,Region,Currency,Target_Revenue,Target_Profit
O95524,2023-04-20,22/04/23,C7673,P0236,2,1753.57,0.23,2588.0,278.1,Debit Card,Standard,,South America,BRL,2588.0,278.1
O95525,2024-11-14,21/11/24,C5310,P0170,2,273.12,0.38,607.54,210.47,Credit Card,Express,CAMP008,West Asia,AED,646.12,229.89
O95526,2025-08-19,25/08/25,C5197,P0208,1,1222.3,0.07,1470.88,434.9,UPI,Express,,Northern Europe,GBP,1263.63,381.11
O95527,2025-07-12,18/07/25,C7421,P0155,5,2207.48,0.03,14063.4,7935.33,Bank Transfer,Standard,CAMP003,North America,USD,15288.79,9008.08
O95528,2025-03-12,16/03/25,C5807,P0206,1,434.63,0.1,490.11,293.73,Credit Card,Standard,,West Asia,AED,490.11,293.73
O95529,2024-11-14,21/11/24,C7154,P0205,1,715.55,0.2,1022.49,510.98,UPI,Standard,CAMP009,South Asia,INR,1154.65,559.15
O95530,2024-12-12,15/12/24,C6401,P0234,1,1058.23,0.38,1097.36,412.42,Credit Card,Standard,CAMP005,Oceania,AUD,1097.36,412.42
O95531,2025-02-05,09/02/25,C6319,P0078,1,565.49,0.24,491.21,262.41,Wallet,Express,,West Asia,INR,551.36,290.45
O95532,2025-02-02,09/02/25,C7201,P0080,1,1455.73,0.12,1457.91,463.36,Credit Card,Same Day,,West Asia,INR,1288.92,427.49
O95533,2025-11-28,06/12/25,C7886,P0009,1,135.04,0.28,195.97,119.25,Credit Card,Standard,,West Asia,INR,179.97,108.75
O95534,2025-06-23,03/07/25,C5309,P0237,1,1421.65,0.03,1661.15,884.8,Wallet,Standard,CAMP007,East Asia,INR,1846.86,989.47
O95535,2025-06-12,19/06/25,C6054,P0250,4,144.54,0.03,657.11,305.69,Credit Card,Standard,,West Asia,AED,715.23,347.54
O95536,2024-05-16,26/05/24,C7043,P0170,1,1493.23,0.15,1300.08,424.6,Bank Transfer,Standard,,South Asia,INR,1386.19,483.36
O95537,2023-04-21,27/04/23,C7696,P0021,1,875.45,0.1,743.83,198.43,Debit Card,Standard,,East Asia,INR,657.72,171.15
O95538,2024-05-15,23/05/24,C5827,P0238,2,156.38,0.14,284.91,76.2,Credit Card,Standard,CAMP007,South America,BRL,284.91,76.2
O95539,2023-08-28,31/08/23,C6463,P0154,1,600.45,0.12,538.34,283.87,COD,Standard,CAMP009,South Asia,INR,538.34,283.87
O95540,2024-05-09,11/05/24,C5553,P0186,5,479.36,0.02,2372.39,513.53,Credit Card,Standard,,West Asia,INR,2633.36,558.51
O95541,2025-04-01,08/04/25,C7052,P0280,1,1305.05,0.2,1248.04,122.7,Wallet,Standard,,East Asia,INR,1162.61,109.58
O95542,2025-09-20,24/09/25,C5670,P0077,5,1372.09,0.07,8784.55,3706.32,UPI,Express,,East Asia,INR,8054.17,3264.62
O95543,2024-05-31,03/06/24,C6613,P0233,1,1141.19,0.19,951.0,302.72,UPI,Standard,,West Asia,CNY,828.27,269.06
O95544,2024-09-16,25/09/24,C5031,P0295,1,1010.79,0.05,1198.29,622.29,UPI,Express,,South Asia,INR,1091.26,569.83
O95545,2024-03-03,09/03/24,C5788,P0197,1,530.88,0.18,505.42,105.62,Wallet,Express,,North America,USD,559.91,121.34
O95546,2024-10-29,07/11/24,C7546,P0091,1,832.63,0.2,1054.62,424.41,UPI,Standard,,Northern Europe,GBP,1180.23,485.17
O95547,2023-12-22,28/12/23,C7689,P0174,1,315.01,0.23,359.06,144.74,Debit Card,Standard,,Oceania,AUD,381.25,152.87
O95548,2025-10-20,25/10/25,C5149,P0280,1,1380.24,0.24,1859.52,896.59,UPI,Express,CAMP002,East Asia,SGD,2010.33,953.67
O95549,2025-01-24,02/02/25,C5960,P0169,1,1228.48,0.16,1227.17,592.61,Credit Card,Express,CAMP004,West Asia,CNY,1353.06,653.0
O95550,2024-04-15,24/04/24,C6948,P0105,1,1301.91,0.25,1034.16,245.01,Debit Card,Standard,CAMP008,East Asia,INR,1145.34,275.52
O95551,2025-04-19,26/04/25,C7458,P0189,2,1370.58,0.07,3026.48,1329.0,Credit Card,Standard,,East Asia,INR,3026.48,1329.0
O95552,2023-04-24,26/04/23,C7795,P0280,1,1380.24,0.1,1196.75,220.15,Bank Transfer,Express,,Oceania,AUD,1133.48,206.46
O95553,2025-09-07,16/09/25,C7222,P0151,1,971.83,0.13,1184.31,345.16,Wallet,Standard,,Western Europe,EUR,1020.68,305.07
O95554,2024-06-11,21/06/24,C7112,P0153,1,127.65,0.07,143.19,56.11,UPI,Standard,,North America,USD,125.37,48.69
O95555,2025-09-24,25/09/25,C6287,P0027,1,480.67,0.24,501.39,197.42,UPI,Express,,Oceania,AUD,453.49,178.73
O95556,2023-04-26,05/05/23,C5206,P0157,1,1223.48,0.06,1101.05,404.66,Credit Card,Standard,CAMP005,West Asia,INR,1181.12,453.7
O95557,2024-03-25,03/04/24,C6276,P0041,4,752.0,0.15,2858.04,1310.78,UPI,Standard,,North America,USD,2638.8,1116.91
O95558,2024-04-14,23/04/24,C6702,P0190,2,1559.96,0.03,3213.82,1068.12,Debit Card,Express,,East Asia,INR,3501.7,1216.6
O95559,2025-09-18,24/09/25,C7036,P0210,1,2113.05,0.11,2597.01,1534.15,Credit Card,Standard,CAMP005,South America,BRL,2342.59,1357.36
O95560,2023-01-17,23/01/23,C6364,P0318,1,1271.68,0.15,1034.2,31.54,Debit Card,Standard,CAMP003,West Asia,INR,1112.15,33.88
O95561,2024-07-02,10/07/24,C6908,P0295,2,76.7,0.08,182.93,58.31,Wallet,Standard,CAMP005,North America,USD,157.32,54.33
O95562,2024-06-02,11/06/24,C7180,P0207,4,865.94,0.19,3003.19,1121.08,Debit Card,Standard,,North America,USD,3179.37,1209.9
O95563,2025-07-20,22/07/25,C6703,P0260,1,1230.73,0.21,1294.35,546.98,Wallet,Same Day,CAMP007,Western Europe,GBP,1364.98,617.07
O95564,2024-04-27,04/05/24,C6574,P0118,1,1081.83,0.17,945.49,317.87,Wallet,Standard,,North America,CAD,807.38,279.99
O95565,2024-12-04,08/12/24,C7282,P0285,1,843.16,0.26,1056.8,620.5,Credit Card,Standard,,West Asia,AED,1170.23,676.94
O95566,2023-11-28,07/12/23,C7537,P0206,1,1813.7,0.3,2030.31,803.58,Debit Card,Standard,,North America,USD,1783.07,705.16
O95567,2024-01-28,05/02/24,C7216,P0256,1,992.59,0.07,987.97,391.19,Debit Card,Standard,,South Asia,INR,918.59,370.61
O95568,2024-08-02,09/08/24,C6780,P0112,1,2014.26,0.01,2279.42,1121.79,Credit Card,Standard,,South America,BRL,2016.84,957.91
O95569,2025-09-21,26/09/25,C7372,P0085,1,371.04,0.14,437.72,205.77,Debit Card,Same Day,CAMP004,South Asia,INR,373.66,190.53
O95570,2024-07-18,22/07/24,C7805,P0128,3,412.82,0.13,1268.05,224.77,Bank Transfer,Standard,CAMP008,West Asia,AED,1147.89,208.67
O95571,2023-11-23,03/12/23,C6732,P0138,2,128.59,0.36,276.73,127.84,COD,Standard,CAMP006,North America,CAD,309.87,145.83
O95572,2023-05-13,15/05/23,C5148,P0106,1,264.7,0.09,241.52,114.33,UPI,Standard,,East Asia,CNY,226.69,106.19
O95573,2024-11-25,28/11/24,C7627,P0080,2,1455.73,0.27,3813.83,1852.45,Credit Card,Standard,,South Asia,AED,3422.98,1631.66
O95574,2025-04-26,01/05/25,C6542,P0053,1,433.2,0.09,477.58,219.4,Debit Card,Standard,,North America,CAD,430.16,197.51
O95575,2024-06-23,25/06/24,C5164,P0274,1,455.19,0.16,400.83,76.18,COD,Standard,,Northern Europe,GBP,445.33,81.41
O95576,2024-09-13,23/09/24,C6651,P0188,1,768.01,0.02,926.13,353.35,COD,Standard,CAMP006,South America,BRL,847.93,316.48
O95577,2025-10-23,25/10/25,C5490,P0041,2,760.64,0.28,1914.6,605.49,Wallet,Standard,,East Asia,AED,1746.15,529.17
O95578,2023-11-25,03/12/23,C5356,P0326,2,800.62,0.24,1954.84,850.35,UPI,Standard,CAMP006,North America,USD,1746.53,740.67
O95579,2023-07-16,22/07/23,C7148,P0205,3,1031.85,0.2,2619.28,66.94,UPI,Standard,CAMP004,North America,USD,2619.28,66.94
O95580,2024-02-05,09/02/24,C6643,P0045,1,1721.76,0.23,1332.7,147.16,Credit Card,Standard,,East Asia,SGD,1515.99,161.7
O95581,2023-09-01,02/09/23,C5424,P0118,2,149.54,0.08,316.94,88.31,Debit Card,Standard,,Western Europe,GBP,316.94,88.31
O95582,2024-05-19,26/05/24,C7327,P0264,2,1355.56,0.04,2643.98,1364.31,UPI,Standard,CAMP003,Oceania,AUD,2306.87,1165.29
O95583,2024-12-26,29/12/24,C6822,P0220,2,400.14,0.19,1089.33,462.96,Debit Card,Standard,,Oceania,AUD,999.54,403.45
O95584,2025-07-17,23/07/25,C7037,P0117,1,758.76,0.21,787.34,311.58,Credit Card,Standard,,East Asia,CNY,787.34,311.58
O95585,2024-09-18,28/09/24,C7831,P0040,1,69.83,0.1,82.1,56.67,COD,Standard,CAMP010,North America,USD,94.33,62.53
O95586,2024-01-06,16/01/24,C6816,P0296,1,1388.1,0.21,1162.05,17.93,Wallet,Standard,CAMP006,North America,USD,1162.05,17.93
O95587,2024-02-15,24/02/24,C5821,P0158,1,1327.52,0.01,1325.6,192.08,Debit Card,Standard,,Northern Europe,GBP,1325.6,192.08
O95588,2024-05-22,28/05/24,C7817,P0155,1,2207.48,0.13,1936.82,734.82,Credit Card,Standard,,North America,USD,1702.27,672.92
O95589,2025-06-14,24/06/25,C5114,P0103,1,1068.11,0.22,979.54,194.5,UPI,Express,,East Asia,CNY,859.57,181.28
O95590,2024-04-08,18/04/24,C7111,P0338,2,1208.01,0.16,2176.06,383.68,Debit Card,Express,CAMP006,South America,BRL,2351.94,440.78
O95591,2025-11-11,19/11/25,C5847,P0250,3,144.54,0.29,606.17,342.43,Debit Card,Same Day,,West Asia,INR,606.17,342.43
O95592,2023-12-14,16/12/23,C7447,P0214,1,265.43,0.46,236.1,-9.2,Credit Card,Standard,,West Asia,INR,262.19,-10.44
O95593,2024-04-25,01/05/24,C7974,P0004,1,1341.93,0.06,1356.17,399.69,UPI,Standard,,South Asia,AED,1162.62,353.66
O95594,2024-12-04,13/12/24,C6947,P0213,1,708.45,0.31,822.97,242.9,COD,Standard,CAMP002,South America,BRL,822.97,242.9
O95595,2025-08-14,21/08/25,C7847,P0029,1,235.52,0.14,267.78,54.43,Credit Card,Express,,North America,USD,267.78,54.43
O95596,2025-08-19,25/08/25,C5221,P0170,3,1493.23,0.17,4742.67,2105.36,Credit Card,Standard,,West Asia,INR,4742.67,2105.36
O95597,2023-10-16,19/10/23,C7414,P0085,2,371.04,0.39,633.28,157.63,Credit Card,Standard,,South Asia,AED,584.99,144.31
O95598,2025-12-17,25/12/25,C7501,P0034,1,377.55,0.23,551.5,279.24,Wallet,Standard,,North America,CAD,479.49,247.3
O95599,2025-04-30,04/05/25,C7486,P0192,1,907.11,0.13,929.23,498.23,Wallet,Standard,,North America,USD,814.33,454.06
O95600,2024-10-17,21/10/24,C5409,P0158,1,2177.26,0.08,3164.3,1335.13,UPI,Standard,,East Asia,AED,3431.55,1443.15
O95601,2024-10-22,24/10/24,C5704,P0217,1,49.29,0.18,64.9,30.87,Wallet,Standard,,North America,CAD,69.49,33.68
O95602,2025-03-23,27/03/25,C7368,P0049,1,919.16,0.41,694.6,128.26,Wallet,Standard,,Western Europe,GBP,742.91,147.02
O95603,2023-04-12,21/04/23,C6721,P0221,2,781.99,0.03,1439.7,508.3,UPI,Standard,,North America,USD,1245.99,478.48
O95604,2024-07-01,05/07/24,C5151,P0309,1,1331.72,0.1,1420.38,529.21,Credit Card,Standard,,South Asia,CNY,1552.26,575.67
O95605,2025-05-06,12/05/25,C6479,P0015,1,457.91,0.03,503.58,226.29,Wallet,Standard,,Northern Europe,EUR,439.69,206.73
O95606,2024-07-03,07/07/24,C6578,P0220,1,400.14,0.24,372.82,86.47,Debit Card,Standard,CAMP010,East Asia,INR,342.45,77.54
O95607,2025-12-02,11/12/25,C5514,P0081,1,86.48,0.2,132.49,113.04,Wallet,Standard,,West Asia,CNY,113.35,106.47
O95608,2025-08-26,30/08/25,C5930,P0107,1,139.99,0.2,145.6,9.33,Debit Card,Standard,CAMP009,Western Europe,GBP,145.6,9.33
O95609,2024-04-09,11/04/24,C7668,P0123,1,120.0,0.21,120.13,57.94,Credit Card,Express,,Western Europe,EUR,120.13,57.94
O95610,2024-08-25,31/08/24,C5468,P0208,2,19.34,0.08,32.72,-30.19,UPI,Standard,CAMP004,Northern Europe,EUR,37.56,-33.0
O95611,2025-09-29,08/10/25,C5490,P0049,1,1127.56,0.12,1361.92,518.04,UPI,Standard,,West Asia,AED,1241.21,463.66
O95612,2024-12-26,31/12/24,C5892,P0076,1,237.17,0.36,272.3,39.47,Credit Card,Standard,,West Asia,AED,240.22,33.85
O95613,2023-12-11,14/12/23,C5143,P0119,1,1982.84,0.21,2349.54,762.62,Credit Card,Standard,CAMP004,South Asia,CNY,2574.17,863.16
O95614,2025-06-10,19/06/25,C7254,P0321,2,523.48,0.15,1052.12,405.4,Debit Card,Standard,,South America,BRL,1052.12,405.4
O95615,2024-06-27,30/06/24,C7557,P0246,2,631.99,0.17,1106.95,236.09,Credit Card,Standard,CAMP010,Western Europe,EUR,942.79,214.42
O95616,2023-05-14,21/05/23,C5889,P0144,1,1389.43,0.05,1182.06,44.03,Bank Transfer,Express,,North America,USD,1108.86,38.38
O95617,2025-07-17,24/07/25,C5213,P0320,3,1149.38,0.09,4137.19,1293.62,UPI,Standard,,Western Europe,EUR,4419.87,1458.2
O95618,2023-07-09,10/07/23,C5042,P0155,2,1368.87,0.24,2183.92,457.51,Debit Card,Express,,North America,CAD,1912.04,397.67
O95619,2025-05-17,22/05/25,C6369,P0117,2,758.76,0.07,1596.36,664.31,COD,Express,,North America,CAD,1736.52,723.6
O95620,2025-01-04,05/01/25,C7739,P0187,1,133.89,0.24,117.99,-2.71,COD,Standard,,Western Europe,EUR,134.2,-3.01
O95621,2024-09-30,08/10/24,C7119,P0209,1,993.47,0.18,1002.18,183.44,Wallet,Express,,Western Europe,EUR,892.54,165.73
O95622,2025-11-26,05/12/25,C5941,P0334,1,71.8,0.19,130.27,29.39,Credit Card,Standard,,West Asia,CNY,123.16,25.31
O95623,2025-10-12,14/10/25,C6504,P0096,1,1019.34,0.27,1311.99,632.64,COD,Standard,,South America,BRL,1142.44,598.64
O95624,2024-04-10,17/04/24,C6442,P0233,1,1141.19,0.04,1162.61,504.66,Credit Card,Same Day,,South Asia,CNY,1332.04,538.83
O95625,2025-12-22,24/12/25,C6001,P0309,1,547.56,0.11,927.07,498.13,Debit Card,Standard,CAMP008,North America,CAD,801.46,444.39
O95626,2024-05-22,01/06/24,C7231,P0238,1,156.38,0.03,173.62,43.61,Credit Card,Standard,CAMP003,South Asia,INR,173.62,43.61
O95627,2023-05-14,20/05/23,C7878,P0080,1,1110.67,0.14,859.37,261.78,Credit Card,Standard,CAMP010,South Asia,SGD,906.61,292.01
O95628,2023-02-08,17/02/23,C5931,P0145,2,738.97,0.13,1164.94,46.75,Credit Card,Standard,,East Asia,AED,1164.94,46.75
O95629,2025-02-23,04/03/25,C6015,P0183,2,503.6,0.11,1015.26,164.92,Debit Card,Standard,,West Asia,INR,1073.89,174.12
O95630,2023-09-17,24/09/23,C5076,P0039,1,987.67,0.03,1048.9,284.54,UPI,Standard,CAMP007,South America,BRL,942.46,269.11
O95631,2025-06-05,12/06/25,C7911,P0334,1,756.85,0.15,767.5,324.63,Credit Card,Standard,CAMP007,West Asia,AED,685.13,287.51
O95632,2025-04-18,24/04/25,C7042,P0039,1,1106.9,0.04,1270.08,385.82,UPI,Standard,,North America,CAD,1460.33,425.64
O95633,2024-10-30,31/10/24,C7927,P0197,1,1372.54,0.21,1716.9,758.12,Credit Card,Standard,CAMP002,West Asia,INR,1867.17,825.28
O95634,2023-10-02,03/10/23,C6658,P0221,2,72.71,0.16,181.37,80.41,COD,Standard,,South Asia,INR,193.97,88.55
O95635,2025-03-27,06/04/25,C6782,P0255,1,1401.9,0.22,1360.54,258.31,Wallet,Standard,,South Asia,INR,1488.27,278.22
O95636,2025-10-18,21/10/25,C5525,P0220,5,763.44,0.36,4274.21,1738.34,UPI,Express,,South Asia,CNY,3701.7,1531.69
O95637,2024-12-27,02/01/25,C5602,P0169,1,1228.48,0.25,1561.17,846.39,Credit Card,Standard,CAMP003,West Asia,INR,1406.41,724.37
O95638,2025-03-19,21/03/25,C6303,P0158,1,1327.52,0.11,1493.15,356.55,COD,Standard,,West Asia,INR,1590.76,408.17
O95639,2025-05-16,19/05/25,C7793,P0087,1,1854.59,0.22,1630.0,467.42,Debit Card,Standard,,East Asia,INR,1799.99,493.76
O95640,2024-09-12,15/09/24,C6453,P0193,1,744.87,0.03,896.14,279.32,Debit Card,Standard,CAMP004,Northern Europe,EUR,823.83,239.15
O95641,2024-10-06,07/10/24,C5181,P0127,2,1212.21,0.31,2644.46,1310.86,Credit Card,Standard,,North America,USD,2443.18,1212.54
O95642,2023-10-22,23/10/23,C6664,P0113,1,450.81,0.06,612.66,384.75,Credit Card,Standard,,East Asia,INR,683.18,432.16
O95643,2024-09-17,27/09/24,C6033,P0137,2,44.25,0.02,109.53,-13.3,COD,Standard,CAMP002,South America,BRL,115.97,-14.93
O95644,2024-11-13,15/11/24,C6750,P0318,3,1271.68,0.2,5467.68,2470.77,Debit Card,Standard,,East Asia,INR,4722.26,2184.04
O95645,2023-04-10,15/04/23,C7716,P0328,2,1489.07,0.15,2413.57,677.83,Debit Card,Standard,CAMP009,West Asia,INR,2761.79,745.81
O95646,2025-10-31,10/11/25,C6221,P0287,1,719.88,0.47,676.79,230.51,UPI,Standard,,South Asia,SGD,776.1,244.09
O95647,2025-04-16,22/04/25,C5045,P0049,2,919.16,0.09,1988.75,783.95,Credit Card,Standard,,South Asia,SGD,1785.41,671.25
O95648,2024-03-12,15/03/24,C5641,P0204,1,1378.09,0.06,1474.72,637.13,Wallet,Standard,CAMP010,North America,USD,1346.45,546.58
O95649,2025-11-18,27/11/25,C5127,P0234,1,1311.04,0.27,1907.1,795.43,UPI,Standard,CAMP006,Oceania,AUD,1654.48,696.7
O95650,2023-02-15,19/02/23,C5115,P0282,1,2175.75,0.13,1714.98,482.5,UPI,Express,,West Asia,INR,1586.14,418.04
O95651,2025-08-14,22/08/25,C7362,P0052,1,730.58,0.11,834.56,356.41,Debit Card,Express,,North America,CAD,780.03,307.65
O95652,2025-07-05,07/07/25,C6342,P0103,1,1304.86,0.02,1696.03,905.41,COD,Standard,,South Asia,CNY,1786.81,986.45
O95653,2023-10-11,16/10/23,C7784,P0064,2,798.18,0.18,1844.48,809.44,UPI,Standard,,North America,CAD,1844.48,809.44
O95654,2025-02-09,14/02/25,C7491,P0280,1,1305.05,0.22,1151.04,38.71,Wallet,Express,,North America,USD,1321.33,41.07
O95655,2024-11-25,28/11/24,C7412,P0192,1,907.11,0.4,990.31,508.96,Credit Card,Standard,CAMP001,West Asia,CNY,1049.9,572.64
O95656,2025-09-23,26/09/25,C6003,P0019,1,827.04,0.1,1035.52,374.24,Wallet,Standard,,North America,CAD,912.52,344.95
O95657,2025-11-28,29/11/25,C6392,P0271,1,1285.58,0.23,1981.75,1279.06,Wallet,Standard,,Western Europe,EUR,1724.12,1146.05
O95658,2025-08-19,24/08/25,C6279,P0296,1,1388.1,0.21,1390.55,269.57,UPI,Express,,Western Europe,EUR,1218.86,241.31
O95659,2024-04-14,17/04/24,C6609,P0011,1,66.33,0.06,60.73,-8.35,Credit Card,Standard,CAMP001,North America,USD,56.29,-7.73
O95660,2025-06-05,10/06/25,C6832,P0210,1,1112.28,0.25,1009.77,474.95,COD,Standard,,South Asia,SGD,1112.34,542.79
O95661,2024-08-16,25/08/24,C5798,P0113,1,450.81,0.18,429.86,143.3,COD,Standard,,East Asia,INR,462.69,153.91
O95662,2025-04-21,24/04/25,C6729,P0269,1,1048.3,0.07,1149.1,524.63,Credit Card,Express,,North America,USD,1047.27,478.53
O95663,2025-03-21,23/03/25,C7290,P0029,2,235.52,0.06,554.16,188.23,COD,Standard,,North America,USD,473.62,171.44
O95664,2025-07-28,02/08/25,C7322,P0259,1,433.88,0.17,473.2,99.91,Credit Card,Standard,,North America,USD,419.94,92.39
O95665,2024-05-19,26/05/24,C6171,P0166,1,2181.8,0.15,1891.15,403.61,Credit Card,Standard,CAMP008,North America,USD,1760.3,365.35
O95666,2024-05-16,26/05/24,C6014,P0179,1,705.16,0.0,735.41,355.14,Debit Card,Standard,,East Asia,AED,625.22,324.47
O95667,2024-01-12,19/01/24,C7028,P0187,2,133.89,0.2,250.16,29.23,Wallet,Express,CAMP006,South Asia,INR,231.37,25.57
O95668,2025-09-16,25/09/25,C6382,P0009,1,135.04,0.21,141.57,-6.23,Debit Card,Standard,CAMP010,West Asia,CNY,155.23,-7.14
O95669,2025-09-29,09/10/25,C6137,P0167,2,905.51,0.03,2413.39,1542.6,Credit Card,Standard,,South America,BRL,2123.33,1345.63
O95670,2023-09-21,29/09/23,C7413,P0221,1,1037.32,0.12,999.2,490.33,Debit Card,Standard,,West Asia,AED,870.39,444.18
O95671,2024-09-10,12/09/24,C7300,P0203,1,886.41,0.05,1046.78,530.67,Credit Card,Standard,,West Asia,INR,1198.54,589.5
O95672,2025-04-19,20/04/25,C6965,P0137,1,1436.79,0.01,1697.91,791.94,Wallet,Standard,,Western Europe,EUR,1494.73,723.72
O95673,2024-02-11,15/02/24,C7965,P0323,1,469.87,0.41,292.11,-116.37,UPI,Express,,South Asia,INR,324.97,-129.13
O95674,2025-11-22,28/11/25,C7156,P0062,3,1239.47,0.24,5661.74,3050.94,Debit Card,Standard,,Northern Europe,GBP,4902.74,2786.9
O95675,2025-12-13,23/12/25,C6575,P0144,3,806.12,0.33,3041.51,1193.4,UPI,Standard,CAMP007,North America,CAD,3324.42,1255.29
O95676,2024-12-21,24/12/24,C5574,P0097,1,1452.47,0.19,1996.4,819.33,UPI,Express,,West Asia,INR,1804.7,777.48
O95677,2025-01-09,10/01/25,C6850,P0129,1,1240.81,0.03,1445.13,809.28,Wallet,Standard,CAMP006,West Asia,INR,1567.93,927.88
O95678,2024-02-07,17/02/24,C5461,P0321,2,523.48,0.16,892.55,314.95,Credit Card,Express,,Western Europe,EUR,767.25,290.78
O95679,2024-06-04,12/06/24,C7698,P0107,1,139.99,0.06,147.69,66.21,Credit Card,Same Day,,North America,USD,156.76,71.33
O95680,2025-07-08,13/07/25,C5987,P0331,2,845.97,0.1,2010.8,1080.51,Debit Card,Express,CAMP002,East Asia,INR,2226.12,1198.59
O95681,2024-05-24,26/05/24,C6652,P0186,1,479.36,0.1,437.26,36.17,Credit Card,Express,CAMP003,North America,USD,437.26,36.17
O95682,2025-06-17,20/06/25,C7095,P0037,1,1546.87,0.19,1509.75,699.84,Credit Card,Express,,West Asia,AED,1400.33,637.93
O95683,2025-08-21,25/08/25,C6992,P0025,1,1021.14,0.24,1013.8,278.36,Debit Card,Standard,,North America,CAD,1124.67,317.67
O95684,2025-10-30,04/11/25,C5544,P0034,1,377.55,0.31,456.68,119.63,Debit Card,Standard,,North America,CAD,500.16,128.31
O95685,2025-08-24,29/08/25,C5974,P0338,1,1208.01,0.18,1267.65,413.04,Credit Card,Standard,,East Asia,SGD,1098.01,367.61
O95686,2023-08-21,27/08/23,C7008,P0309,1,1331.72,0.13,1198.76,316.95,Wallet,Standard,,West Asia,CNY,1198.76,316.95
O95687,2023-06-24,30/06/23,C6472,P0047,1,136.65,0.16,104.07,-16.23,Debit Card,Standard,,South Asia,AED,95.88,-13.86
O95688,2024-06-18,27/06/24,C7973,P0288,3,1175.04,0.14,3222.19,1122.55,Bank Transfer,Same Day,,West Asia,AED,3424.88,1190.59
O95689,2023-10-22,25/10/23,C6764,P0247,1,2007.82,0.17,2343.92,807.18,Debit Card,Standard,CAMP008,Oceania,AUD,2129.51,705.71
O95690,2025-07-08,17/07/25,C6500,P0038,3,421.64,0.1,1499.68,408.65,Credit Card,Express,,Western Europe,EUR,1599.6,453.31
O95691,2025-12-19,28/12/25,C7388,P0233,1,1141.19,0.29,1535.39,894.29,Bank Transfer,Express,,North America,USD,1729.05,968.71
O95692,2024-02-09,12/02/24,C6962,P0115,1,232.97,0.2,199.07,31.92,COD,Standard,,North America,USD,180.72,27.45
O95693,2023-09-18,25/09/23,C6153,P0117,1,2249.12,0.08,2279.64,374.2,Debit Card,Express,,North America,CAD,2150.88,330.68
O95694,2025-07-13,20/07/25,C6275,P0049,1,174.02,0.16,198.13,73.08,Credit Card,Standard,,North America,USD,188.17,69.27
O95695,2025-11-26,01/12/25,C7047,P0274,3,252.54,0.21,1203.42,796.09,Wallet,Standard,CAMP004,North America,USD,1357.32,837.49
O95696,2023-12-20,25/12/23,C5175,P0095,2,1993.16,0.24,4560.46,1546.94,UPI,Standard,,East Asia,INR,4560.46,1546.94
O95697,2025-06-14,22/06/25,C7885,P0316,1,704.69,0.16,716.13,377.97,Debit Card,Standard,CAMP008,East Asia,INR,716.13,377.97
O95698,2025-07-11,21/07/25,C7123,P0325,1,575.52,0.07,693.23,171.71,Credit Card,Express,CAMP003,East Asia,CNY,626.92,147.44
O95699,2024-07-15,22/07/24,C5468,P0210,2,1112.28,0.08,2431.0,1304.48,Debit Card,Standard,,Northern Europe,EUR,2770.16,1472.71
O95700,2025-10-05,15/10/25,C6482,P0047,1,545.87,0.25,720.18,281.81,Wallet,Standard,,Western Europe,EUR,826.22,313.05
O95701,2023-11-07,15/11/23,C6088,P0238,1,989.17,0.45,895.41,253.49,COD,Standard,,Western Europe,EUR,895.41,253.49
O95702,2025-09-17,25/09/25,C5391,P0234,2,1311.04,0.19,2922.91,790.29,Bank Transfer,Express,CAMP002,South Asia,CNY,2637.1,712.76
O95703,2024-01-04,08/01/24,C5448,P0237,4,172.25,0.1,678.03,45.6,Credit Card,Express,,South America,BRL,738.13,50.02
O95704,2025-01-30,02/02/25,C7593,P0233,1,828.51,0.24,766.58,384.64,Debit Card,Standard,CAMP007,North America,USD,700.3,362.83
O95705,2023-04-09,15/04/23,C5990,P0188,1,2084.88,0.03,1929.2,278.55,Credit Card,Standard,,West Asia,INR,2140.62,316.35
O95706,2025-03-21,23/03/25,C6002,P0155,1,2207.48,0.03,2683.55,1464.97,UPI,Express,,East Asia,AED,2512.55,1321.23
O95707,2025-03-13,21/03/25,C7642,P0062,1,1472.62,0.06,1722.66,740.01,Credit Card,Standard,,West Asia,CNY,1868.65,824.34
O95708,2025-05-26,02/06/25,C5205,P0257,1,1344.16,0.15,1301.36,455.35,Debit Card,Standard,,East Asia,CNY,1164.18,390.76
O95709,2025-07-07,14/07/25,C5445,P0193,2,1213.65,0.11,2835.74,1623.99,Debit Card,Standard,CAMP001,South Asia,AED,2517.52,1541.83
O95710,2023-11-22,28/11/23,C5227,P0188,1,768.01,0.27,919.89,320.75,Debit Card,Standard,,South Asia,SGD,970.35,359.13
O95711,2024-02-25,05/03/24,C7965,P0213,2,1052.34,0.11,1881.25,80.26,COD,Standard,,West Asia,INR,1757.31,73.43
O95712,2024-12-28,05/01/25,C5834,P0140,1,611.21,0.43,576.68,210.55,Debit Card,Standard,,Northern Europe,EUR,576.68,210.55
O95713,2024-08-05,09/08/24,C7719,P0307,2,567.81,0.1,1182.34,332.4,UPI,Standard,,North America,USD,1072.35,306.06
O95714,2024-07-06,07/07/24,C7530,P0199,3,896.87,0.22,2472.39,832.92,Bank Transfer,Standard,,South Asia,CNY,2207.68,715.59
